MN      Equipment ID     Termination ID	Te	rmination Interfa	ceNo  Circuit number	CIC	Trunk group number	Trunk group name	
22      172.16.1.5:2944  A7126	1		1718	0	44	Electromontagh	
22      172.16.1.5:2944  A7127	1		1719	0	44	Electromontagh	
22      172.16.1.5:2944  A7128	1		1720	0	44	Electromontagh	
22      172.16.1.5:2944  A7129	1		1721	0	44	Electromontagh	
22      172.16.1.5:2944  A7130	1		1722	0	44	Electromontagh	
22      172.16.1.5:2944  A7131	1		1723	0	44	Electromontagh	
22      172.16.1.5:2944  A7132	1		1724	0	44	Electromontagh	
22      172.16.1.5:2944  A7133	1		1725	0	44	Electromontagh	
22      172.16.1.5:2944  A7134	1		1726	0	44	Electromontagh	
22      172.16.1.5:2944  A7135	1		1727	0	44	Electromontagh	
22      172.16.1.5:2944  A7168	1		1888	0	48	Souz	
22      172.16.1.5:2944  A7169	1		1889	0	48	Souz	
22      172.16.1.5:2944  A7170	1		1890	0	48	Souz	
22      172.16.1.5:2944  A7171	1		1891	0	48	Souz	
22      172.16.1.5:2944  A7172	1		1892	0	48	Souz	
22      172.16.1.5:2944  A7173	1		1893	0	48	Souz	
22      172.16.1.5:2944  A7174	1		1894	0	48	Souz	
22      172.16.1.5:2944  A7175	1		1895	0	48	Souz	
22      172.16.1.5:2944  A7176	1		1896	0	48	Souz	
22      172.16.1.5:2944  A7177	1		1897	0	48	Souz	
22      172.16.1.5:2944  A7178	1		1898	0	48	Souz	
22      172.16.1.5:2944  A7179	1		1899	0	48	Souz	
22      172.16.1.5:2944  A7180	1		1900	0	48	Souz	
22      172.16.1.5:2944  A7181	1		1901	0	48	Souz	
22      172.16.1.5:2944  A7182	1		1902	0	48	Souz	
22      172.16.1.5:2944  A7183	1		1903	0	48	Souz	
22      172.16.1.5:2944  A7184	1		1904	0	48	Souz	
22      172.16.1.5:2944  A7185	1		1905	0	48	Souz	
22      172.16.1.5:2944  A7186	1		1906	0	48	Souz	
22      172.16.1.5:2944  A7187	1		1907	0	48	Souz	
22      172.16.1.5:2944  A7188	1		1908	0	48	Souz	
22      172.16.1.5:2944  A7189	1		1909	0	48	Souz	
22      172.16.1.5:2944  A7190	1		1910	0	48	Souz	
22      172.16.1.5:2944  A7191	1		1911	0	48	Souz	
22      172.16.1.5:2944  A7192	1		1912	0	48	Souz	
22      172.16.1.5:2944  A7193	1		1913	0	48	Souz	
22      172.16.1.5:2944  A7194	1		1914	0	48	Souz	
22      172.16.1.5:2944  A7195	1		1915	0	48	Souz	
22      172.16.1.5:2944  A7196	1		1916	0	48	Souz	
22      172.16.1.5:2944  A7197	1		1917	0	48	Souz	
22      172.16.1.5:2944  A7198	1		1918	0	48	Souz	
22      172.16.1.5:2944  A7199	1		1919	0	48	Souz	
22      172.16.1.5:2944  A12037	1		3461	325	2	SI3000	
22      172.16.1.5:2944  A7200	1		1920	0	49	Technosfera	
22      172.16.1.5:2944  A7201	1		1921	0	49	Technosfera	
22      172.16.1.5:2944  A7202	1		1922	0	49	Technosfera	
22      172.16.1.5:2944  A7203	1		1923	0	49	Technosfera	
22      172.16.1.5:2944  A7204	1		1924	0	49	Technosfera	
22      172.16.1.5:2944  A7205	1		1925	0	49	Technosfera	
22      172.16.1.5:2944  A7206	1		1926	0	49	Technosfera	
22      172.16.1.5:2944  A7207	1		1927	0	49	Technosfera	
22      172.16.1.5:2944  A7208	1		1928	0	49	Technosfera	
22      172.16.1.5:2944  A7209	1		1929	0	49	Technosfera	
22      172.16.1.5:2944  A7210	1		1930	0	49	Technosfera	
22      172.16.1.5:2944  A7211	1		1931	0	49	Technosfera	
22      172.16.1.5:2944  A7212	1		1932	0	49	Technosfera	
22      172.16.1.5:2944  A7213	1		1933	0	49	Technosfera	
22      172.16.1.5:2944  A7214	1		1934	0	49	Technosfera	
22      172.16.1.5:2944  A7215	1		1935	0	49	Technosfera	
22      172.16.1.5:2944  A7216	1		1936	0	49	Technosfera	
22      172.16.1.5:2944  A7217	1		1937	0	49	Technosfera	
22      172.16.1.5:2944  A7218	1		1938	0	49	Technosfera	
22      172.16.1.5:2944  A7219	1		1939	0	49	Technosfera	
22      172.16.1.5:2944  A7220	1		1940	0	49	Technosfera	
22      172.16.1.5:2944  A7221	1		1941	0	49	Technosfera	
22      172.16.1.5:2944  A7222	1		1942	0	49	Technosfera	
22      172.16.1.5:2944  A7223	1		1943	0	49	Technosfera	
22      172.16.1.5:2944  A7224	1		1944	0	49	Technosfera	
22      172.16.1.5:2944  A7225	1		1945	0	49	Technosfera	
22      172.16.1.5:2944  A7226	1		1946	0	49	Technosfera	
22      172.16.1.5:2944  A7227	1		1947	0	49	Technosfera	
22      172.16.1.5:2944  A7228	1		1948	0	49	Technosfera	
22      172.16.1.5:2944  A7229	1		1949	0	49	Technosfera	
22      172.16.1.5:2944  A7230	1		1950	0	49	Technosfera	
22      172.16.1.5:2944  A7231	1		1951	0	49	Technosfera	
22      172.16.1.5:2944  A7232	1		1952	0	50	TTT	
22      172.16.1.5:2944  A7233	1		1953	0	50	TTT	
22      172.16.1.5:2944  A7234	1		1954	0	50	TTT	
22      172.16.1.5:2944  A7235	1		1955	0	50	TTT	
22      172.16.1.5:2944  A7236	1		1956	0	50	TTT	
22      172.16.1.5:2944  A7237	1		1957	0	50	TTT	
22      172.16.1.5:2944  A7238	1		1958	0	50	TTT	
22      172.16.1.5:2944  A7239	1		1959	0	50	TTT	
22      172.16.1.5:2944  A7240	1		1960	0	50	TTT	
22      172.16.1.5:2944  A7241	1		1961	0	50	TTT	
22      172.16.1.5:2944  A7242	1		1962	0	50	TTT	
22      172.16.1.5:2944  A7243	1		1963	0	50	TTT	
22      172.16.1.5:2944  A7244	1		1964	0	50	TTT	
22      172.16.1.5:2944  A7245	1		1965	0	50	TTT	
22      172.16.1.5:2944  A7246	1		1966	0	50	TTT	
22      172.16.1.5:2944  A7247	1		1967	0	50	TTT	
22      172.16.1.5:2944  A7248	1		1968	0	50	TTT	
22      172.16.1.5:2944  A7249	1		1969	0	50	TTT	
22      172.16.1.5:2944  A7250	1		1970	0	50	TTT	
22      172.16.1.5:2944  A7251	1		1971	0	50	TTT	
22      172.16.1.5:2944  A7252	1		1972	0	50	TTT	
22      172.16.1.5:2944  A7253	1		1973	0	50	TTT	
22      172.16.1.5:2944  A7254	1		1974	0	50	TTT	
22      172.16.1.5:2944  A7255	1		1975	0	50	TTT	
22      172.16.1.5:2944  A7256	1		1976	0	50	TTT	
22      172.16.1.5:2944  A7257	1		1977	0	50	TTT	
22      172.16.1.5:2944  A7258	1		1978	0	50	TTT	
22      172.16.1.5:2944  A7259	1		1979	0	50	TTT	
22      172.16.1.5:2944  A7260	1		1980	0	50	TTT	
22      172.16.1.5:2944  A7261	1		1981	0	50	TTT	
22      172.16.1.5:2944  A7262	1		1982	0	50	TTT	
22      172.16.1.5:2944  A7263	1		1983	0	50	TTT	
22      172.16.1.5:2944  A7264	1		1984	0	51	Status Auto	
22      172.16.1.5:2944  A7265	1		1985	0	51	Status Auto	
22      172.16.1.5:2944  A7266	1		1986	0	51	Status Auto	
22      172.16.1.5:2944  A7267	1		1987	0	51	Status Auto	
22      172.16.1.5:2944  A7268	1		1988	0	51	Status Auto	
22      172.16.1.5:2944  A7269	1		1989	0	51	Status Auto	
22      172.16.1.5:2944  A7270	1		1990	0	51	Status Auto	
22      172.16.1.5:2944  A7271	1		1991	0	51	Status Auto	
22      172.16.1.5:2944  A7272	1		1992	0	51	Status Auto	
22      172.16.1.5:2944  A7273	1		1993	0	51	Status Auto	
22      172.16.1.5:2944  A7274	1		1994	0	51	Status Auto	
22      172.16.1.5:2944  A7275	1		1995	0	51	Status Auto	
22      172.16.1.5:2944  A7276	1		1996	0	51	Status Auto	
22      172.16.1.5:2944  A7277	1		1997	0	51	Status Auto	
22      172.16.1.5:2944  A7278	1		1998	0	51	Status Auto	
22      172.16.1.5:2944  A7279	1		1999	0	51	Status Auto	
22      172.16.1.5:2944  A7280	1		2000	0	51	Status Auto	
22      172.16.1.5:2944  A7281	1		2001	0	51	Status Auto	
22      172.16.1.5:2944  A7282	1		2002	0	51	Status Auto	
22      172.16.1.5:2944  A7283	1		2003	0	51	Status Auto	
22      172.16.1.5:2944  A7284	1		2004	0	51	Status Auto	
22      172.16.1.5:2944  A7285	1		2005	0	51	Status Auto	
22      172.16.1.5:2944  A7286	1		2006	0	51	Status Auto	
22      172.16.1.5:2944  A7287	1		2007	0	51	Status Auto	
22      172.16.1.5:2944  A7288	1		2008	0	51	Status Auto	
22      172.16.1.5:2944  A7289	1		2009	0	51	Status Auto	
22      172.16.1.5:2944  A7290	1		2010	0	51	Status Auto	
22      172.16.1.5:2944  A7291	1		2011	0	51	Status Auto	
22      172.16.1.5:2944  A7292	1		2012	0	51	Status Auto	
22      172.16.1.5:2944  A7293	1		2013	0	51	Status Auto	
22      172.16.1.5:2944  A7294	1		2014	0	51	Status Auto	
22      172.16.1.5:2944  A7295	1		2015	0	51	Status Auto	
22      172.16.1.5:2944  A12038	1		3462	326	2	SI3000	
22      172.16.1.5:2944  A7328	1		2048	0	53	Samara Telekom_Cisco	
22      172.16.1.5:2944  A7329	1		2049	0	53	Samara Telekom_Cisco	
22      172.16.1.5:2944  A7330	1		2050	0	53	Samara Telekom_Cisco	
22      172.16.1.5:2944  A7331	1		2051	0	53	Samara Telekom_Cisco	
22      172.16.1.5:2944  A7332	1		2052	0	53	Samara Telekom_Cisco	
22      172.16.1.5:2944  A7333	1		2053	0	53	Samara Telekom_Cisco	
22      172.16.1.5:2944  A7334	1		2054	0	53	Samara Telekom_Cisco	
22      172.16.1.5:2944  A7335	1		2055	0	53	Samara Telekom_Cisco	
22      172.16.1.5:2944  A7336	1		2056	0	53	Samara Telekom_Cisco	
22      172.16.1.5:2944  A7337	1		2057	0	53	Samara Telekom_Cisco	
22      172.16.1.5:2944  A7338	1		2058	0	53	Samara Telekom_Cisco	
22      172.16.1.5:2944  A7339	1		2059	0	53	Samara Telekom_Cisco	
22      172.16.1.5:2944  A7340	1		2060	0	53	Samara Telekom_Cisco	
22      172.16.1.5:2944  A7341	1		2061	0	53	Samara Telekom_Cisco	
22      172.16.1.5:2944  A7342	1		2062	0	53	Samara Telekom_Cisco	
22      172.16.1.5:2944  A7343	1		2063	0	53	Samara Telekom_Cisco	
22      172.16.1.5:2944  A7344	1		2064	0	53	Samara Telekom_Cisco	
22      172.16.1.5:2944  A7345	1		2065	0	53	Samara Telekom_Cisco	
22      172.16.1.5:2944  A7346	1		2066	0	53	Samara Telekom_Cisco	
22      172.16.1.5:2944  A7347	1		2067	0	53	Samara Telekom_Cisco	
22      172.16.1.5:2944  A7348	1		2068	0	53	Samara Telekom_Cisco	
22      172.16.1.5:2944  A7349	1		2069	0	53	Samara Telekom_Cisco	
22      172.16.1.5:2944  A7350	1		2070	0	53	Samara Telekom_Cisco	
22      172.16.1.5:2944  A7351	1		2071	0	53	Samara Telekom_Cisco	
22      172.16.1.5:2944  A7352	1		2072	0	53	Samara Telekom_Cisco	
22      172.16.1.5:2944  A7353	1		2073	0	53	Samara Telekom_Cisco	
22      172.16.1.5:2944  A7354	1		2074	0	53	Samara Telekom_Cisco	
22      172.16.1.5:2944  A7355	1		2075	0	53	Samara Telekom_Cisco	
22      172.16.1.5:2944  A7356	1		2076	0	53	Samara Telekom_Cisco	
22      172.16.1.5:2944  A7357	1		2077	0	53	Samara Telekom_Cisco	
22      172.16.1.5:2944  A7358	1		2078	0	53	Samara Telekom_Cisco	
22      172.16.1.5:2944  A7359	1		2079	0	53	Samara Telekom_Cisco	
22      172.16.1.5:2944  A7392	1		2112	0	55	FNS N5	
22      172.16.1.5:2944  A7393	1		2113	0	55	FNS N5	
22      172.16.1.5:2944  A7394	1		2114	0	55	FNS N5	
22      172.16.1.5:2944  A7395	1		2115	0	55	FNS N5	
22      172.16.1.5:2944  A7396	1		2116	0	55	FNS N5	
22      172.16.1.5:2944  A7397	1		2117	0	55	FNS N5	
22      172.16.1.5:2944  A7398	1		2118	0	55	FNS N5	
22      172.16.1.5:2944  A7399	1		2119	0	55	FNS N5	
22      172.16.1.5:2944  A12039	1		3463	327	2	SI3000	
22      172.16.1.5:2944  A7400	1		2120	0	55	FNS N5	
22      172.16.1.5:2944  A7401	1		2121	0	55	FNS N5	
22      172.16.1.5:2944  A7402	1		2122	0	55	FNS N5	
22      172.16.1.5:2944  A7403	1		2123	0	55	FNS N5	
22      172.16.1.5:2944  A7404	1		2124	0	55	FNS N5	
22      172.16.1.5:2944  A7405	1		2125	0	55	FNS N5	
22      172.16.1.5:2944  A7406	1		2126	0	55	FNS N5	
22      172.16.1.5:2944  A7407	1		2127	0	55	FNS N5	
22      172.16.1.5:2944  A7408	1		2128	0	55	FNS N5	
22      172.16.1.5:2944  A7409	1		2129	0	55	FNS N5	
22      172.16.1.5:2944  A7410	1		2130	0	55	FNS N5	
22      172.16.1.5:2944  A7411	1		2131	0	55	FNS N5	
22      172.16.1.5:2944  A7412	1		2132	0	55	FNS N5	
22      172.16.1.5:2944  A7413	1		2133	0	55	FNS N5	
22      172.16.1.5:2944  A7414	1		2134	0	55	FNS N5	
22      172.16.1.5:2944  A7415	1		2135	0	55	FNS N5	
22      172.16.1.5:2944  A7416	1		2136	0	55	FNS N5	
22      172.16.1.5:2944  A7417	1		2137	0	55	FNS N5	
22      172.16.1.5:2944  A7418	1		2138	0	55	FNS N5	
22      172.16.1.5:2944  A7419	1		2139	0	55	FNS N5	
22      172.16.1.5:2944  A7420	1		2140	0	55	FNS N5	
22      172.16.1.5:2944  A7421	1		2141	0	55	FNS N5	
22      172.16.1.5:2944  A7422	1		2142	0	55	FNS N5	
22      172.16.1.5:2944  A7423	1		2143	0	55	FNS N5	
22      172.16.1.5:2944  A7456	1		2176	0	57	Lada GamIndustriale	
22      172.16.1.5:2944  A7457	1		2177	0	57	Lada GamIndustriale	
22      172.16.1.5:2944  A7458	1		2178	0	57	Lada GamIndustriale	
22      172.16.1.5:2944  A7459	1		2179	0	57	Lada GamIndustriale	
22      172.16.1.5:2944  A7460	1		2180	0	57	Lada GamIndustriale	
22      172.16.1.5:2944  A7461	1		2181	0	57	Lada GamIndustriale	
22      172.16.1.5:2944  A7462	1		2182	0	57	Lada GamIndustriale	
22      172.16.1.5:2944  A7463	1		2183	0	57	Lada GamIndustriale	
22      172.16.1.5:2944  A7464	1		2184	0	57	Lada GamIndustriale	
22      172.16.1.5:2944  A7465	1		2185	0	57	Lada GamIndustriale	
22      172.16.1.5:2944  A7466	1		2186	0	57	Lada GamIndustriale	
22      172.16.1.5:2944  A7467	1		2187	0	57	Lada GamIndustriale	
22      172.16.1.5:2944  A7468	1		2188	0	57	Lada GamIndustriale	
22      172.16.1.5:2944  A7469	1		2189	0	57	Lada GamIndustriale	
22      172.16.1.5:2944  A7470	1		2190	0	57	Lada GamIndustriale	
22      172.16.1.5:2944  A7471	1		2191	0	57	Lada GamIndustriale	
22      172.16.1.5:2944  A7472	1		2192	0	57	Lada GamIndustriale	
22      172.16.1.5:2944  A7473	1		2193	0	57	Lada GamIndustriale	
22      172.16.1.5:2944  A7474	1		2194	0	57	Lada GamIndustriale	
22      172.16.1.5:2944  A7475	1		2195	0	57	Lada GamIndustriale	
22      172.16.1.5:2944  A7476	1		2196	0	57	Lada GamIndustriale	
22      172.16.1.5:2944  A7477	1		2197	0	57	Lada GamIndustriale	
22      172.16.1.5:2944  A7478	1		2198	0	57	Lada GamIndustriale	
22      172.16.1.5:2944  A7479	1		2199	0	57	Lada GamIndustriale	
22      172.16.1.5:2944  A7480	1		2200	0	57	Lada GamIndustriale	
22      172.16.1.5:2944  A7481	1		2201	0	57	Lada GamIndustriale	
22      172.16.1.5:2944  A7482	1		2202	0	57	Lada GamIndustriale	
22      172.16.1.5:2944  A7483	1		2203	0	57	Lada GamIndustriale	
22      172.16.1.5:2944  A7484	1		2204	0	57	Lada GamIndustriale	
22      172.16.1.5:2944  A7485	1		2205	0	57	Lada GamIndustriale	
22      172.16.1.5:2944  A7486	1		2206	0	57	Lada GamIndustriale	
22      172.16.1.5:2944  A7487	1		2207	0	57	Lada GamIndustriale	
22      172.16.1.5:2944  A12040	1		3464	328	2	SI3000	
22      172.16.1.5:2944  A7520	1		2272	0	60	METRO Cash and Carry	
22      172.16.1.5:2944  A7521	1		2273	0	60	METRO Cash and Carry	
22      172.16.1.5:2944  A7522	1		2274	0	60	METRO Cash and Carry	
22      172.16.1.5:2944  A7523	1		2275	0	60	METRO Cash and Carry	
22      172.16.1.5:2944  A7524	1		2276	0	60	METRO Cash and Carry	
22      172.16.1.5:2944  A7525	1		2277	0	60	METRO Cash and Carry	
22      172.16.1.5:2944  A7526	1		2278	0	60	METRO Cash and Carry	
22      172.16.1.5:2944  A7527	1		2279	0	60	METRO Cash and Carry	
22      172.16.1.5:2944  A7528	1		2280	0	60	METRO Cash and Carry	
22      172.16.1.5:2944  A7529	1		2281	0	60	METRO Cash and Carry	
22      172.16.1.5:2944  A7530	1		2282	0	60	METRO Cash and Carry	
22      172.16.1.5:2944  A7531	1		2283	0	60	METRO Cash and Carry	
22      172.16.1.5:2944  A7532	1		2284	0	60	METRO Cash and Carry	
22      172.16.1.5:2944  A7533	1		2285	0	60	METRO Cash and Carry	
22      172.16.1.5:2944  A7534	1		2286	0	60	METRO Cash and Carry	
22      172.16.1.5:2944  A7535	1		2287	0	60	METRO Cash and Carry	
22      172.16.1.5:2944  A7536	1		2288	0	60	METRO Cash and Carry	
22      172.16.1.5:2944  A7537	1		2289	0	60	METRO Cash and Carry	
22      172.16.1.5:2944  A7538	1		2290	0	60	METRO Cash and Carry	
22      172.16.1.5:2944  A7539	1		2291	0	60	METRO Cash and Carry	
22      172.16.1.5:2944  A7540	1		2292	0	60	METRO Cash and Carry	
22      172.16.1.5:2944  A7541	1		2293	0	60	METRO Cash and Carry	
22      172.16.1.5:2944  A7542	1		2294	0	60	METRO Cash and Carry	
22      172.16.1.5:2944  A7543	1		2295	0	60	METRO Cash and Carry	
22      172.16.1.5:2944  A7544	1		2296	0	60	METRO Cash and Carry	
22      172.16.1.5:2944  A7545	1		2297	0	60	METRO Cash and Carry	
22      172.16.1.5:2944  A7546	1		2298	0	60	METRO Cash and Carry	
22      172.16.1.5:2944  A7547	1		2299	0	60	METRO Cash and Carry	
22      172.16.1.5:2944  A7548	1		2300	0	60	METRO Cash and Carry	
22      172.16.1.5:2944  A7549	1		2301	0	60	METRO Cash and Carry	
22      172.16.1.5:2944  A7550	1		2302	0	60	METRO Cash and Carry	
22      172.16.1.5:2944  A7551	1		2303	0	60	METRO Cash and Carry	
22      172.16.1.5:2944  A12041	1		3465	329	2	SI3000	
22      172.16.1.5:2944  A7616	1		2368	0	63	Lenta Zelenovka	
22      172.16.1.5:2944  A7617	1		2369	0	63	Lenta Zelenovka	
22      172.16.1.5:2944  A7618	1		2370	0	63	Lenta Zelenovka	
22      172.16.1.5:2944  A7619	1		2371	0	63	Lenta Zelenovka	
22      172.16.1.5:2944  A7620	1		2372	0	63	Lenta Zelenovka	
22      172.16.1.5:2944  A7621	1		2373	0	63	Lenta Zelenovka	
22      172.16.1.5:2944  A7622	1		2374	0	63	Lenta Zelenovka	
22      172.16.1.5:2944  A7623	1		2375	0	63	Lenta Zelenovka	
22      172.16.1.5:2944  A7624	1		2376	0	63	Lenta Zelenovka	
22      172.16.1.5:2944  A7625	1		2377	0	63	Lenta Zelenovka	
22      172.16.1.5:2944  A7626	1		2378	0	63	Lenta Zelenovka	
22      172.16.1.5:2944  A7627	1		2384	0	63	Lenta Zelenovka	
22      172.16.1.5:2944  A12042	1		3466	330	2	SI3000	
22      172.16.1.5:2944  A7744	1		2496	0	67	LADA	
22      172.16.1.5:2944  A7745	1		2497	0	67	LADA	
22      172.16.1.5:2944  A7746	1		2498	0	67	LADA	
22      172.16.1.5:2944  A7747	1		2499	0	67	LADA	
22      172.16.1.5:2944  A7748	1		2500	0	67	LADA	
22      172.16.1.5:2944  A7749	1		2501	0	67	LADA	
22      172.16.1.5:2944  A7750	1		2502	0	67	LADA	
22      172.16.1.5:2944  A7751	1		2503	0	67	LADA	
22      172.16.1.5:2944  A7752	1		2504	0	67	LADA	
22      172.16.1.5:2944  A7753	1		2505	0	67	LADA	
22      172.16.1.5:2944  A7754	1		2506	0	67	LADA	
22      172.16.1.5:2944  A7755	1		2507	0	67	LADA	
22      172.16.1.5:2944  A7756	1		2508	0	67	LADA	
22      172.16.1.5:2944  A7757	1		2509	0	67	LADA	
22      172.16.1.5:2944  A7758	1		2510	0	67	LADA	
22      172.16.1.5:2944  A7759	1		2511	0	67	LADA	
22      172.16.1.5:2944  A7760	1		2512	0	67	LADA	
22      172.16.1.5:2944  A7761	1		2513	0	67	LADA	
22      172.16.1.5:2944  A7762	1		2514	0	67	LADA	
22      172.16.1.5:2944  A7763	1		2515	0	67	LADA	
22      172.16.1.5:2944  A7764	1		2516	0	67	LADA	
22      172.16.1.5:2944  A7765	1		2517	0	67	LADA	
22      172.16.1.5:2944  A7766	1		2518	0	67	LADA	
22      172.16.1.5:2944  A7767	1		2519	0	67	LADA	
22      172.16.1.5:2944  A7768	1		2520	0	67	LADA	
22      172.16.1.5:2944  A7769	1		2521	0	67	LADA	
22      172.16.1.5:2944  A7770	1		2522	0	67	LADA	
22      172.16.1.5:2944  A7771	1		2523	0	67	LADA	
22      172.16.1.5:2944  A7772	1		2524	0	67	LADA	
22      172.16.1.5:2944  A7773	1		2525	0	67	LADA	
22      172.16.1.5:2944  A7774	1		2526	0	67	LADA	
22      172.16.1.5:2944  A7775	1		2527	0	67	LADA	
22      172.16.1.5:2944  A7776	1		2688	32	12	TolyattiTelecom	
22      172.16.1.5:2944  A7777	1		2689	33	12	TolyattiTelecom	
22      172.16.1.5:2944  A7778	1		2690	34	12	TolyattiTelecom	
22      172.16.1.5:2944  A7779	1		2691	35	12	TolyattiTelecom	
22      172.16.1.5:2944  A7780	1		2692	36	12	TolyattiTelecom	
22      172.16.1.5:2944  A7781	1		2693	37	12	TolyattiTelecom	
22      172.16.1.5:2944  A7782	1		2694	38	12	TolyattiTelecom	
22      172.16.1.5:2944  A7783	1		2695	39	12	TolyattiTelecom	
22      172.16.1.5:2944  A7784	1		2696	40	12	TolyattiTelecom	
22      172.16.1.5:2944  A7785	1		2697	41	12	TolyattiTelecom	
22      172.16.1.5:2944  A7786	1		2698	42	12	TolyattiTelecom	
22      172.16.1.5:2944  A7787	1		2699	43	12	TolyattiTelecom	
22      172.16.1.5:2944  A7788	1		2700	44	12	TolyattiTelecom	
22      172.16.1.5:2944  A7789	1		2701	45	12	TolyattiTelecom	
22      172.16.1.5:2944  A7790	1		2702	46	12	TolyattiTelecom	
22      172.16.1.5:2944  A7791	1		2703	47	12	TolyattiTelecom	
22      172.16.1.5:2944  A7792	1		2704	48	12	TolyattiTelecom	
22      172.16.1.5:2944  A7793	1		2705	49	12	TolyattiTelecom	
22      172.16.1.5:2944  A7794	1		2706	50	12	TolyattiTelecom	
22      172.16.1.5:2944  A7795	1		2707	51	12	TolyattiTelecom	
22      172.16.1.5:2944  A7796	1		2708	52	12	TolyattiTelecom	
22      172.16.1.5:2944  A7797	1		2709	53	12	TolyattiTelecom	
22      172.16.1.5:2944  A7798	1		2710	54	12	TolyattiTelecom	
22      172.16.1.5:2944  A7799	1		2711	55	12	TolyattiTelecom	
22      172.16.1.5:2944  A12043	1		3467	331	2	SI3000	
22      172.16.1.5:2944  A7800	1		2712	56	12	TolyattiTelecom	
22      172.16.1.5:2944  A7801	1		2713	57	12	TolyattiTelecom	
22      172.16.1.5:2944  A7802	1		2714	58	12	TolyattiTelecom	
22      172.16.1.5:2944  A7803	1		2715	59	12	TolyattiTelecom	
22      172.16.1.5:2944  A7804	1		2716	60	12	TolyattiTelecom	
22      172.16.1.5:2944  A7805	1		2717	61	12	TolyattiTelecom	
22      172.16.1.5:2944  A7806	1		2718	62	12	TolyattiTelecom	
22      172.16.1.5:2944  A7807	1		2719	63	12	TolyattiTelecom	
22      172.16.1.5:2944  A12044	1		3468	332	2	SI3000	
22      172.16.1.5:2944  A12045	1		3469	333	2	SI3000	
22      172.16.1.5:2944  A12046	1		3470	334	2	SI3000	
22      172.16.1.5:2944  A12047	1		3471	335	2	SI3000	
22      172.16.1.5:2944  A12048	1		3472	336	2	SI3000	
22      172.16.1.5:2944  A12049	1		3473	337	2	SI3000	
22      172.16.1.5:2944  A12050	1		3474	338	2	SI3000	
22      172.16.1.5:2944  A12051	1		3475	339	2	SI3000	
22      172.16.1.5:2944  A12052	1		3476	340	2	SI3000	
22      172.16.1.5:2944  A12053	1		3477	341	2	SI3000	
22      172.16.1.5:2944  A12054	1		3478	342	2	SI3000	
22      172.16.1.5:2944  A12055	1		3479	343	2	SI3000	
22      172.16.1.5:2944  A12056	1		3480	344	2	SI3000	
22      172.16.1.5:2944  A12057	1		3481	345	2	SI3000	
22      172.16.1.5:2944  A12058	1		3482	346	2	SI3000	
22      172.16.1.5:2944  A12059	1		3483	347	2	SI3000	
22      172.16.1.5:2944  A12060	1		3484	348	2	SI3000	
22      172.16.1.5:2944  A12061	1		3485	349	2	SI3000	
22      172.16.1.5:2944  A12062	1		3486	350	2	SI3000	
22      172.16.1.5:2944  A12063	1		3487	351	2	SI3000	
